route,country,family,key,baseline_CO2e_kg,param_value,eps,delta_kg_at_eps,abs_delta_kg,elasticity,label,note
BF-BOF,USA,p_efs,Burnt Lime Production,3351.9846107395824,1.159317011,0.05,0.0027016120545795275,0.0027016120545795275,1.611947767256272e-05,p_efs :: Burnt Lime Production,
BF-BOF,USA,p_efs,Pelletizing,3351.9846107395824,0.08915412303,0.05,0.000716335367769716,0.000716335367769716,4.274096995998222e-06,p_efs :: Pelletizing,
BF-BOF,USA,p_efs,Iron Ore from Market,3351.9846107395824,0.00889,0.05,0.0006646424194514111,0.0006646424194514111,3.965665100740211e-06,p_efs :: Iron Ore from Market,
BF-BOF,USA,p_efs,Scrap Purchase,3351.9846107395824,0.00958,0.05,4.7900000026857015e-05,4.7900000026857015e-05,2.8580083496438453e-07,p_efs :: Scrap Purchase,
BF-BOF,USA,p_efs,Limestone from Market,3351.9846107395824,0.002744187323,0.05,4.37624573805806e-05,4.37624573805806e-05,2.6111371299479113e-07,p_efs :: Limestone from Market,
BF-BOF,USA,p_efs,Dolomite Production,3351.9846107395824,0.08943387259,0.05,2.2358468186212118e-05,2.2358468186212118e-05,1.3340436059626744e-07,p_efs :: Dolomite Production,
BF-BOF,USA,e_efs,RLF,3351.9846107395824,23.58045034,0.05,0.0,0.0,0.0,e_efs :: RLF,
BF-BOF,USA,e_efs,Wood,3351.9846107395824,9.823188667,0.05,0.0,0.0,0.0,e_efs :: Wood,
BF-BOF,USA,e_efs,Charcoal,3351.9846107395824,20.43228169,0.05,0.0,0.0,0.0,e_efs :: Charcoal,
BF-BOF,USA,e_efs,FLF,3351.9846107395824,94.11850817,0.05,0.0,0.0,0.0,e_efs :: FLF,
BF-BOF,USA,params,params.iron_content_pig_iron,3351.9846107395824,0.615,0.05,0.0,0.0,0.0,params :: params.iron_content_pig_iron,
BF-BOF,USA,p_efs,Coke Production,3351.9846107395824,0.8677011976,0.05,0.0,0.0,0.0,p_efs :: Coke Production,
BF-BOF,USA,params,params.feo3_sinter,3351.9846107395824,0.8,0.05,0.0,0.0,0.0,params :: params.feo3_sinter,
BF-BOF,USA,params,params.feo3_pellet,3351.9846107395824,0.9,0.05,0.0,0.0,0.0,params :: params.feo3_pellet,
BF-BOF,USA,params,params.blend.sinter,3351.9846107395824,0.8,0.05,0.0,0.0,0.0,params :: params.blend.sinter,
BF-BOF,USA,params,params.feo3_lump,3351.9846107395824,0.879,0.05,0.0,0.0,0.0,params :: params.feo3_lump,
BF-BOF,USA,params,params.blend.lump,3351.9846107395824,0.1,0.05,0.0,0.0,0.0,params :: params.blend.lump,
BF-BOF,USA,params,params.blend.pellet,3351.9846107395824,0.1,0.05,0.0,0.0,0.0,params :: params.blend.pellet,
